month,region,state,product,product_family,channel,dealer_cohort,units_mt,net_revenue_lakh,gross_margin_pct,discount_pct
2025-06-01,East,West Bengal,NPK 12-32-16,Complex fertiliser,Retailer,Stable core,630,8.17,14.2,3.2
2025-06-01,East,Odisha,NPK 12-32-16,Complex fertiliser,Distributor,At-risk FY24 cohort,514,6.45,16.5,7.2
2025-06-01,East,Bihar,NPK 12-32-16,Complex fertiliser,Co-op,New growth cohort,568,7.13,13.8,4.1
2025-06-01,East,Odisha,NPK 12-32-16,Complex fertiliser,Agri clinic,New growth cohort,670,8.41,15,3.2
2025-06-01,East,West Bengal,BioGro,Bio-stimulant,Retailer,New growth cohort,1021,14.72,18,4.8
2025-06-01,East,Bihar,BioGro,Bio-stimulant,Distributor,At-risk FY24 cohort,868,12.15,16.2,6.2
2025-06-01,East,West Bengal,BioGro,Bio-stimulant,Co-op,Stable core,935,13.09,16.6,3.6
2025-06-01,East,West Bengal,BioGro,Bio-stimulant,Agri clinic,Stable core,1115,15.61,15.9,4.4
2025-06-01,East,Odisha,CropShield,Core fertiliser,Retailer,Stable core,880,13.97,14.9,4.5
2025-06-01,East,West Bengal,CropShield,Core fertiliser,Distributor,At-risk FY24 cohort,662,10.23,16.1,7
2025-06-01,East,Bihar,CropShield,Core fertiliser,Co-op,Stable core,935,14.45,16,4.6
2025-06-01,East,West Bengal,CropShield,Core fertiliser,Agri clinic,Stable core,950,14.68,17,4.9
2025-06-01,East,Odisha,Specialty Zinc,Core fertiliser,Retailer,Stable core,724,12.54,16.9,3.6
2025-06-01,East,West Bengal,Specialty Zinc,Core fertiliser,Distributor,At-risk FY24 cohort,554,9.36,15.1,5.8
2025-06-01,East,Bihar,Specialty Zinc,Core fertiliser,Co-op,Stable core,919,15.53,15.8,3.8
2025-06-01,East,Odisha,Specialty Zinc,Core fertiliser,Agri clinic,New growth cohort,742,12.54,14.7,4.7
2025-06-01,West,Maharashtra,Urea,Core fertiliser,Retailer,Stable core,744,6.41,15.9,3.3
2025-06-01,West,Rajasthan,Urea,Core fertiliser,Distributor,Stable core,725,5.95,18.5,4.3
2025-06-01,West,Gujarat,Urea,Core fertiliser,Co-op,Stable core,771,6.32,16.9,4.4
2025-06-01,West,Maharashtra,Urea,Core fertiliser,Agri clinic,Stable core,623,5.11,17.5,3.4
2025-06-01,West,Rajasthan,DAP,Core fertiliser,Retailer,Stable core,684,6.89,18.3,4.1
2025-06-01,West,Gujarat,DAP,Core fertiliser,Distributor,Stable core,871,8.41,18.9,4.8
2025-06-01,West,Maharashtra,DAP,Core fertiliser,Co-op,New growth cohort,721,6.96,17.1,4.9
2025-06-01,West,Gujarat,DAP,Core fertiliser,Agri clinic,Stable core,885,8.54,17.5,4.3
2025-06-01,West,Rajasthan,NPK 20-20,Complex fertiliser,Retailer,Stable core,898,10.34,18.4,4.3
2025-06-01,West,Rajasthan,NPK 20-20,Complex fertiliser,Distributor,Stable core,780,8.66,18.3,3.6
2025-06-01,West,Rajasthan,NPK 20-20,Complex fertiliser,Co-op,New growth cohort,730,8.1,18.2,4.5
2025-06-01,West,Rajasthan,NPK 20-20,Complex fertiliser,Agri clinic,New growth cohort,904,10.03,16.6,3.9
2025-06-01,West,Rajasthan,NPK 12-32-16,Complex fertiliser,Retailer,Stable core,1012,13.13,18.2,4
2025-06-01,West,Gujarat,NPK 12-32-16,Complex fertiliser,Distributor,Stable core,978,12.27,18.9,5.1
2025-06-01,West,Rajasthan,NPK 12-32-16,Complex fertiliser,Co-op,Stable core,866,10.87,16.4,3.2
2025-06-01,West,Rajasthan,NPK 12-32-16,Complex fertiliser,Agri clinic,Stable core,1018,12.78,15.9,3.8
2025-06-01,West,Rajasthan,BioGro,Bio-stimulant,Retailer,Stable core,1517,21.88,19.8,3.9
2025-06-01,West,Maharashtra,BioGro,Bio-stimulant,Distributor,Stable core,1694,23.72,19.8,3.5
2025-06-01,West,Gujarat,BioGro,Bio-stimulant,Co-op,New growth cohort,1740,24.36,18.2,4.4
2025-06-01,West,Gujarat,BioGro,Bio-stimulant,Agri clinic,New growth cohort,1463,20.48,17.7,4.4
2025-06-01,West,Gujarat,CropShield,Core fertiliser,Retailer,Stable core,1266,20.09,18.9,3.3
2025-06-01,West,Maharashtra,CropShield,Core fertiliser,Distributor,Stable core,1054,16.28,17.2,4.7
2025-06-01,West,Rajasthan,CropShield,Core fertiliser,Co-op,Stable core,1209,18.68,18.8,3.3
2025-06-01,West,Rajasthan,CropShield,Core fertiliser,Agri clinic,New growth cohort,1087,16.79,17.5,4.6
2025-06-01,West,Gujarat,Specialty Zinc,Core fertiliser,Retailer,Stable core,1137,19.69,18.8,4.9
2025-06-01,West,Rajasthan,Specialty Zinc,Core fertiliser,Distributor,Stable core,1272,21.5,18,4.3
2025-06-01,West,Maharashtra,Specialty Zinc,Core fertiliser,Co-op,Stable core,1231,20.8,16.6,3.5
2025-06-01,West,Gujarat,Specialty Zinc,Core fertiliser,Agri clinic,Stable core,1322,22.34,16.6,4.6
2025-06-01,South,Andhra Pradesh,Urea,Core fertiliser,Retailer,New growth cohort,746,6.43,16.4,4.8
2025-06-01,South,Andhra Pradesh,Urea,Core fertiliser,Distributor,Stable core,668,5.48,17,4.4
2025-06-01,South,Karnataka,Urea,Core fertiliser,Co-op,Stable core,678,5.56,18,4.7
2025-06-01,South,Andhra Pradesh,Urea,Core fertiliser,Agri clinic,New growth cohort,653,5.35,17.5,4.7
2025-06-01,South,Telangana,DAP,Core fertiliser,Retailer,Stable core,768,7.73,16.8,4.1
2025-06-01,South,Telangana,DAP,Core fertiliser,Distributor,Stable core,809,7.81,18.4,4.3
2025-06-01,South,Karnataka,DAP,Core fertiliser,Co-op,Stable core,789,7.61,16.5,4.4
2025-06-01,South,Telangana,DAP,Core fertiliser,Agri clinic,Stable core,862,8.32,17.9,4
2025-06-01,South,Andhra Pradesh,NPK 20-20,Complex fertiliser,Retailer,New growth cohort,867,9.99,18.2,3.8
2025-06-01,South,Telangana,NPK 20-20,Complex fertiliser,Distributor,Stable core,861,9.56,18.7,4.7
2025-06-01,South,Andhra Pradesh,NPK 20-20,Complex fertiliser,Co-op,Stable core,797,8.85,16.8,3.2
2025-06-01,South,Karnataka,NPK 20-20,Complex fertiliser,Agri clinic,New growth cohort,764,8.48,16.5,4.7
2025-06-01,South,Telangana,NPK 12-32-16,Complex fertiliser,Retailer,Stable core,832,10.79,18.4,4.3
2025-06-01,South,Telangana,NPK 12-32-16,Complex fertiliser,Distributor,Stable core,802,10.07,18.3,4
2025-06-01,South,Telangana,NPK 12-32-16,Complex fertiliser,Co-op,Stable core,1004,12.6,16.4,4.5
2025-06-01,South,Andhra Pradesh,NPK 12-32-16,Complex fertiliser,Agri clinic,Stable core,807,10.13,17,4.8
2025-06-01,South,Karnataka,BioGro,Bio-stimulant,Retailer,Stable core,1436,20.71,19.2,3.1
2025-06-01,South,Telangana,BioGro,Bio-stimulant,Distributor,New growth cohort,1666,23.32,17.8,4.4
2025-06-01,South,Karnataka,BioGro,Bio-stimulant,Co-op,Stable core,1365,19.11,20.1,4.1
2025-06-01,South,Karnataka,BioGro,Bio-stimulant,Agri clinic,Stable core,1704,23.86,17.6,4.6
2025-06-01,South,Telangana,CropShield,Core fertiliser,Retailer,Stable core,1118,17.74,16.9,4.4
2025-06-01,South,Telangana,CropShield,Core fertiliser,Distributor,Stable core,1241,19.17,19.3,4.1
2025-06-01,South,Telangana,CropShield,Core fertiliser,Co-op,Stable core,1046,16.16,16.6,4.8
2025-06-01,South,Andhra Pradesh,CropShield,Core fertiliser,Agri clinic,New growth cohort,1189,18.37,16.5,4.7
2025-06-01,South,Andhra Pradesh,Specialty Zinc,Core fertiliser,Retailer,New growth cohort,1196,20.71,18.1,4.9
2025-06-01,South,Telangana,Specialty Zinc,Core fertiliser,Distributor,Stable core,1233,20.84,17.6,4.2
2025-06-01,South,Andhra Pradesh,Specialty Zinc,Core fertiliser,Co-op,Stable core,1169,19.76,18,3.5
2025-06-01,South,Andhra Pradesh,Specialty Zinc,Core fertiliser,Agri clinic,Stable core,1266,21.4,16.3,3.6
2025-06-01,Central,Madhya Pradesh,Urea,Core fertiliser,Retailer,Stable core,775,6.68,16.1,5
2025-06-01,Central,Madhya Pradesh,Urea,Core fertiliser,Distributor,New growth cohort,633,5.19,17,3.5
2025-06-01,Central,Chhattisgarh,Urea,Core fertiliser,Co-op,Stable core,633,5.19,18,4.5
2025-06-01,Central,Madhya Pradesh,Urea,Core fertiliser,Agri clinic,Stable core,634,5.2,16.8,4.1
2025-06-01,Central,Chhattisgarh,DAP,Core fertiliser,Retailer,New growth cohort,783,7.88,16.5,3.4
2025-06-01,Central,Chhattisgarh,DAP,Core fertiliser,Distributor,New growth cohort,827,7.98,17.5,4.9
2025-06-01,Central,Chhattisgarh,DAP,Core fertiliser,Co-op,Stable core,838,8.09,17.3,3.7
2025-06-01,Central,Madhya Pradesh,DAP,Core fertiliser,Agri clinic,Stable core,854,8.24,17.7,3.2
2025-06-01,Central,Madhya Pradesh,NPK 20-20,Complex fertiliser,Retailer,Stable core,739,8.51,16.6,3.4
2025-06-01,Central,Chhattisgarh,NPK 20-20,Complex fertiliser,Distributor,Stable core,903,10.02,18.1,3.2
2025-06-01,Central,Chhattisgarh,NPK 20-20,Complex fertiliser,Co-op,Stable core,703,7.8,16.5,3.7
2025-06-01,Central,Chhattisgarh,NPK 20-20,Complex fertiliser,Agri clinic,New growth cohort,702,7.79,18.7,4.7
2025-06-01,Central,Chhattisgarh,NPK 12-32-16,Complex fertiliser,Retailer,New growth cohort,906,11.75,18.1,3.4
2025-06-01,Central,Madhya Pradesh,NPK 12-32-16,Complex fertiliser,Distributor,New growth cohort,815,10.23,18.3,3.6
2025-06-01,Central,Chhattisgarh,NPK 12-32-16,Complex fertiliser,Co-op,Stable core,802,10.07,16.5,4.5
2025-06-01,Central,Chhattisgarh,NPK 12-32-16,Complex fertiliser,Agri clinic,Stable core,843,10.58,18.7,3.5
2025-06-01,Central,Chhattisgarh,BioGro,Bio-stimulant,Retailer,New growth cohort,1513,21.82,18.1,4.9
2025-06-01,Central,Chhattisgarh,BioGro,Bio-stimulant,Distributor,Stable core,1493,20.9,18.2,3.4
2025-06-01,Central,Madhya Pradesh,BioGro,Bio-stimulant,Co-op,Stable core,1653,23.14,18.5,4.3
2025-06-01,Central,Chhattisgarh,BioGro,Bio-stimulant,Agri clinic,Stable core,1500,21,17.4,3.6
2025-06-01,Central,Madhya Pradesh,CropShield,Core fertiliser,Retailer,New growth cohort,1052,16.7,18.3,4.5
2025-06-01,Central,Chhattisgarh,CropShield,Core fertiliser,Distributor,New growth cohort,1014,15.67,17.1,4.6
2025-06-01,Central,Madhya Pradesh,CropShield,Core fertiliser,Co-op,Stable core,1190,18.39,18.5,3.9
2025-06-01,Central,Madhya Pradesh,CropShield,Core fertiliser,Agri clinic,New growth cohort,1228,18.97,17.4,4.2
2025-06-01,Central,Madhya Pradesh,Specialty Zinc,Core fertiliser,Retailer,New growth cohort,1169,20.25,17.8,4.9
2025-06-01,Central,Chhattisgarh,Specialty Zinc,Core fertiliser,Distributor,Stable core,1002,16.93,18.2,4.9
2025-06-01,Central,Chhattisgarh,Specialty Zinc,Core fertiliser,Co-op,Stable core,959,16.21,17.9,4.7
2025-06-01,Central,Chhattisgarh,Specialty Zinc,Core fertiliser,Agri clinic,Stable core,1053,17.8,16.1,3.6
2025-07-01,North,Punjab,Urea,Core fertiliser,Retailer,New growth cohort,443,3.82,16.1,4.8
2025-07-01,North,Uttar Pradesh,Urea,Core fertiliser,Distributor,At-risk FY24 cohort,336,2.76,17.3,7.2
2025-07-01,North,Uttar Pradesh,Urea,Core fertiliser,Co-op,Stable core,404,3.31,16.9,4.7
2025-07-01,North,Haryana,Urea,Core fertiliser,Agri clinic,Stable core,432,3.54,16.8,5
2025-07-01,North,Uttar Pradesh,DAP,Core fertiliser,Retailer,Stable core,524,5.28,18.3,4.8
2025-07-01,North,Punjab,DAP,Core fertiliser,Distributor,At-risk FY24 cohort,389,3.75,16.1,5.8
2025-07-01,North,Haryana,DAP,Core fertiliser,Co-op,Stable core,538,5.19,16.7,4.6
2025-07-01,North,Uttar Pradesh,DAP,Core fertiliser,Agri clinic,Stable core,482,4.65,17.6,5
2025-07-01,North,Punjab,NPK 20-20,Complex fertiliser,Retailer,New growth cohort,489,5.63,16.9,3.2
2025-07-01,North,Uttar Pradesh,NPK 20-20,Complex fertiliser,Distributor,At-risk FY24 cohort,417,4.63,18.3,6.7
2025-07-01,North,Uttar Pradesh,NPK 20-20,Complex fertiliser,Co-op,Stable core,568,6.3,17.7,4.8
2025-07-01,North,Punjab,NPK 20-20,Complex fertiliser,Agri clinic,Stable core,567,6.29,15.9,4.3
2025-07-01,North,Punjab,NPK 12-32-16,Complex fertiliser,Retailer,Stable core,571,7.41,17.9,4.1
2025-07-01,North,Uttar Pradesh,NPK 12-32-16,Complex fertiliser,Distributor,At-risk FY24 cohort,395,4.96,18.6,7.2
2025-07-01,North,Punjab,NPK 12-32-16,Complex fertiliser,Co-op,Stable core,576,7.23,17.7,3.7
2025-07-01,North,Haryana,NPK 12-32-16,Complex fertiliser,Agri clinic,Stable core,529,6.64,16.4,4.8
2025-07-01,North,Uttar Pradesh,BioGro,Bio-stimulant,Retailer,Stable core,899,12.96,18.2,4.1
2025-07-01,North,Punjab,BioGro,Bio-stimulant,Distributor,At-risk FY24 cohort,636,8.9,19,7
2025-07-01,North,Uttar Pradesh,BioGro,Bio-stimulant,Co-op,New growth cohort,937,13.12,18.7,4.8
2025-07-01,North,Haryana,BioGro,Bio-stimulant,Agri clinic,Stable core,960,13.44,19,3.5
2025-07-01,North,Uttar Pradesh,CropShield,Core fertiliser,Retailer,New growth cohort,785,12.46,17.2,3.8
2025-07-01,North,Uttar Pradesh,CropShield,Core fertiliser,Distributor,At-risk FY24 cohort,628,9.7,16.5,6.1
2025-07-01,North,Punjab,CropShield,Core fertiliser,Co-op,Stable core,824,12.73,16.5,4.4
2025-07-01,North,Punjab,CropShield,Core fertiliser,Agri clinic,Stable core,699,10.8,18.7,4.1
2025-07-01,North,Punjab,Specialty Zinc,Core fertiliser,Retailer,Stable core,695,12.04,17.6,3.9
2025-07-01,North,Uttar Pradesh,Specialty Zinc,Core fertiliser,Distributor,At-risk FY24 cohort,602,10.17,18.6,6.2
2025-07-01,North,Haryana,Specialty Zinc,Core fertiliser,Co-op,Stable core,756,12.78,16.8,4.7
2025-07-01,North,Haryana,Specialty Zinc,Core fertiliser,Agri clinic,Stable core,704,11.9,18.4,3.4
2025-07-01,East,Bihar,Urea,Core fertiliser,Retailer,New growth cohort,415,3.58,15.9,4.9
2025-07-01,East,Bihar,Urea,Core fertiliser,Distributor,At-risk FY24 cohort,363,2.98,14.3,5.5
2025-07-01,East,Bihar,Urea,Core fertiliser,Co-op,New growth cohort,422,3.46,15.8,3.8
2025-07-01,East,Odisha,Urea,Core fertiliser,Agri clinic,New growth cohort,473,3.88,15.5,5
2025-07-01,East,Bihar,DAP,Core fertiliser,Retailer,Stable core,586,5.9,14.5,4.9
2025-07-01,East,Bihar,DAP,Core fertiliser,Distributor,At-risk FY24 cohort,388,3.74,14.8,6.8
2025-07-01,East,West Bengal,DAP,Core fertiliser,Co-op,Stable core,501,4.83,14.7,3.7
2025-07-01,East,West Bengal,DAP,Core fertiliser,Agri clinic,Stable core,500,4.83,14.6,3.1
2025-07-01,East,West Bengal,NPK 20-20,Complex fertiliser,Retailer,Stable core,588,6.77,15.3,4.1
2025-07-01,East,Odisha,NPK 20-20,Complex fertiliser,Distributor,At-risk FY24 cohort,383,4.25,14.9,6.4
2025-07-01,East,Odisha,NPK 20-20,Complex fertiliser,Co-op,Stable core,536,5.95,15.8,3.5
2025-07-01,East,West Bengal,NPK 20-20,Complex fertiliser,Agri clinic,Stable core,530,5.88,16.8,5
2025-07-01,East,Bihar,NPK 12-32-16,Complex fertiliser,Retailer,New growth cohort,587,7.61,15.8,4.8
2025-07-01,East,West Bengal,NPK 12-32-16,Complex fertiliser,Distributor,At-risk FY24 cohort,494,6.2,14.7,6.4
2025-07-01,East,Odisha,NPK 12-32-16,Complex fertiliser,Co-op,Stable core,547,6.86,15.4,3.7
2025-07-01,East,Odisha,NPK 12-32-16,Complex fertiliser,Agri clinic,Stable core,550,6.9,13.9,3.7
2025-07-01,East,West Bengal,BioGro,Bio-stimulant,Retailer,New growth cohort,1046,15.08,17.2,3.3
2025-07-01,East,Bihar,BioGro,Bio-stimulant,Distributor,At-risk FY24 cohort,816,11.42,15.9,5.6
2025-07-01,East,Bihar,BioGro,Bio-stimulant,Co-op,Stable core,1138,15.93,17.4,3.7
2025-07-01,East,Bihar,BioGro,Bio-stimulant,Agri clinic,New growth cohort,1097,15.36,16.1,4.2
2025-07-01,East,Odisha,CropShield,Core fertiliser,Retailer,New growth cohort,738,11.71,15.6,4.4
2025-07-01,East,Odisha,CropShield,Core fertiliser,Distributor,At-risk FY24 cohort,535,8.27,16.7,6
2025-07-01,East,Bihar,CropShield,Core fertiliser,Co-op,Stable core,893,13.8,16.8,3.2
2025-07-01,East,West Bengal,CropShield,Core fertiliser,Agri clinic,New growth cohort,863,13.33,15.9,4.1
2025-07-01,East,West Bengal,Specialty Zinc,Core fertiliser,Retailer,Stable core,766,13.27,14.3,4
2025-07-01,East,West Bengal,Specialty Zinc,Core fertiliser,Distributor,At-risk FY24 cohort,540,9.13,16.7,6
2025-07-01,East,Odisha,Specialty Zinc,Core fertiliser,Co-op,Stable core,732,12.37,15.9,4.1
2025-07-01,East,Bihar,Specialty Zinc,Core fertiliser,Agri clinic,Stable core,791,13.37,15.5,4.8
2025-07-01,West,Rajasthan,Urea,Core fertiliser,Retailer,Stable core,631,5.44,17.1,3.5
2025-07-01,West,Maharashtra,Urea,Core fertiliser,Distributor,Stable core,700,5.74,18,3.4
2025-07-01,West,Rajasthan,Urea,Core fertiliser,Co-op,Stable core,633,5.19,16.4,3.3
2025-07-01,West,Gujarat,Urea,Core fertiliser,Agri clinic,Stable core,625,5.13,17.4,3.6
2025-07-01,West,Maharashtra,DAP,Core fertiliser,Retailer,Stable core,866,8.72,16.7,4.3
2025-07-01,West,Gujarat,DAP,Core fertiliser,Distributor,Stable core,746,7.2,16.7,4.4
2025-07-01,West,Maharashtra,DAP,Core fertiliser,Co-op,New growth cohort,770,7.43,16.3,3.5
2025-07-01,West,Rajasthan,DAP,Core fertiliser,Agri clinic,Stable core,841,8.12,17.3,3.5
2025-07-01,West,Rajasthan,NPK 20-20,Complex fertiliser,Retailer,Stable core,882,10.16,16.2,3.9
2025-07-01,West,Rajasthan,NPK 20-20,Complex fertiliser,Distributor,Stable core,768,8.52,17.4,4.4
2025-07-01,West,Gujarat,NPK 20-20,Complex fertiliser,Co-op,New growth cohort,871,9.67,18.5,4.1
2025-07-01,West,Maharashtra,NPK 20-20,Complex fertiliser,Agri clinic,Stable core,851,9.45,18.7,3.2
2025-07-01,West,Rajasthan,NPK 12-32-16,Complex fertiliser,Retailer,Stable core,950,12.32,18.4,3.6
2025-07-01,West,Gujarat,NPK 12-32-16,Complex fertiliser,Distributor,New growth cohort,1001,12.56,18.4,3.6
2025-07-01,West,Maharashtra,NPK 12-32-16,Complex fertiliser,Co-op,Stable core,1015,12.74,17.1,5
2025-07-01,West,Maharashtra,NPK 12-32-16,Complex fertiliser,Agri clinic,New growth cohort,925,11.61,18.5,3.2
2025-07-01,West,Maharashtra,BioGro,Bio-stimulant,Retailer,Stable core,1663,23.98,19,3.1
2025-07-01,West,Maharashtra,BioGro,Bio-stimulant,Distributor,Stable core,1417,19.84,19,4.6
2025-07-01,West,Rajasthan,BioGro,Bio-stimulant,Co-op,Stable core,1666,23.32,19.9,4
2025-07-01,West,Gujarat,BioGro,Bio-stimulant,Agri clinic,New growth cohort,1418,19.85,19.2,4.4
2025-07-01,West,Rajasthan,CropShield,Core fertiliser,Retailer,Stable core,1273,20.2,19.3,3.7
2025-07-01,West,Maharashtra,CropShield,Core fertiliser,Distributor,Stable core,1378,21.29,19.1,4.5
2025-07-01,West,Rajasthan,CropShield,Core fertiliser,Co-op,Stable core,1293,19.98,18.8,4.2
2025-07-01,West,Rajasthan,CropShield,Core fertiliser,Agri clinic,New growth cohort,1309,20.22,17,3.8
2025-07-01,West,Rajasthan,Specialty Zinc,Core fertiliser,Retailer,New growth cohort,1085,18.79,17.3,3.4
2025-07-01,West,Gujarat,Specialty Zinc,Core fertiliser,Distributor,Stable core,1076,18.18,18.5,4.3
2025-07-01,West,Maharashtra,Specialty Zinc,Core fertiliser,Co-op,Stable core,1176,19.87,19,3.2
2025-07-01,West,Maharashtra,Specialty Zinc,Core fertiliser,Agri clinic,Stable core,1294,21.87,17,4.4
2025-07-01,South,Andhra Pradesh,Urea,Core fertiliser,Retailer,New growth cohort,756,6.52,18.4,4.9
2025-07-01,South,Telangana,Urea,Core fertiliser,Distributor,New growth cohort,748,6.13,18.7,3.7
2025-07-01,South,Karnataka,Urea,Core fertiliser,Co-op,New growth cohort,684,5.61,18.8,3.2
2025-07-01,South,Telangana,Urea,Core fertiliser,Agri clinic,New growth cohort,702,5.76,16.6,3.9
2025-07-01,South,Telangana,DAP,Core fertiliser,Retailer,Stable core,864,8.7,18,4.4
2025-07-01,South,Telangana,DAP,Core fertiliser,Distributor,Stable core,850,8.2,18.4,4.1
2025-07-01,South,Andhra Pradesh,DAP,Core fertiliser,Co-op,New growth cohort,741,7.15,16.1,3.2
2025-07-01,South,Karnataka,DAP,Core fertiliser,Agri clinic,Stable core,808,7.8,17.1,4.5
2025-07-01,South,Telangana,NPK 20-20,Complex fertiliser,Retailer,Stable core,742,8.55,17.9,4.9
2025-07-01,South,Telangana,NPK 20-20,Complex fertiliser,Distributor,Stable core,815,9.05,17.3,4.8
2025-07-01,South,Karnataka,NPK 20-20,Complex fertiliser,Co-op,Stable core,786,8.72,16.3,4.6
2025-07-01,South,Karnataka,NPK 20-20,Complex fertiliser,Agri clinic,Stable core,768,8.52,16.7,4.1
2025-07-01,South,Andhra Pradesh,NPK 12-32-16,Complex fertiliser,Retailer,Stable core,850,11.02,17.5,4.1
2025-07-01,South,Andhra Pradesh,NPK 12-32-16,Complex fertiliser,Distributor,Stable core,995,12.49,18.4,5
2025-07-01,South,Telangana,NPK 12-32-16,Complex fertiliser,Co-op,Stable core,801,10.05,18.9,3.5
2025-07-01,South,Andhra Pradesh,NPK 12-32-16,Complex fertiliser,Agri clinic,Stable core,870,10.92,18.1,4.1
2025-07-01,South,Karnataka,BioGro,Bio-stimulant,Retailer,New growth cohort,1411,20.35,20,4.1
2025-07-01,South,Telangana,BioGro,Bio-stimulant,Distributor,Stable core,1388,19.43,20.3,4.5
2025-07-01,South,Andhra Pradesh,BioGro,Bio-stimulant,Co-op,Stable core,1317,18.44,20.3,5.1
2025-07-01,South,Karnataka,BioGro,Bio-stimulant,Agri clinic,Stable core,1731,24.23,18.6,3.9
2025-07-01,South,Andhra Pradesh,CropShield,Core fertiliser,Retailer,Stable core,1198,19.01,17.7,4.2
2025-07-01,South,Telangana,CropShield,Core fertiliser,Distributor,Stable core,1197,18.49,17.7,3.6
2025-07-01,South,Telangana,CropShield,Core fertiliser,Co-op,Stable core,1166,18.01,17.7,5.1
2025-07-01,South,Telangana,CropShield,Core fertiliser,Agri clinic,New growth cohort,1265,19.54,19.1,3.1
2025-07-01,South,Telangana,Specialty Zinc,Core fertiliser,Retailer,Stable core,1050,18.19,18.9,4.5
2025-07-01,South,Telangana,Specialty Zinc,Core fertiliser,Distributor,Stable core,1080,18.25,17.7,4.8
2025-07-01,South,Karnataka,Specialty Zinc,Core fertiliser,Co-op,New growth cohort,1109,18.74,17,4.3
2025-07-01,South,Telangana,Specialty Zinc,Core fertiliser,Agri clinic,Stable core,1199,20.26,18.3,3.8
2025-07-01,Central,Chhattisgarh,Urea,Core fertiliser,Retailer,Stable core,594,5.12,16,4.4
2025-07-01,Central,Chhattisgarh,Urea,Core fertiliser,Distributor,Stable core,626,5.13,16.5,4
2025-07-01,Central,Madhya Pradesh,Urea,Core fertiliser,Co-op,Stable core,705,5.78,15.9,4.1
2025-07-01,Central,Madhya Pradesh,Urea,Core fertiliser,Agri clinic,Stable core,634,5.2,17.6,4.5
2025-07-01,Central,Madhya Pradesh,DAP,Core fertiliser,Retailer,Stable core,707,7.12,16,4.2
2025-07-01,Central,Madhya Pradesh,DAP,Core fertiliser,Distributor,New growth cohort,831,8.02,18,3.9
2025-07-01,Central,Madhya Pradesh,DAP,Core fertiliser,Co-op,Stable core,746,7.2,16.1,4.1
2025-07-01,Central,Madhya Pradesh,DAP,Core fertiliser,Agri clinic,Stable core,688,6.64,16.9,4.1
2025-07-01,Central,Chhattisgarh,NPK 20-20,Complex fertiliser,Retailer,Stable core,728,8.39,18.1,3.3
2025-07-01,Central,Madhya Pradesh,NPK 20-20,Complex fertiliser,Distributor,Stable core,911,10.11,17.4,3.9
2025-07-01,Central,Chhattisgarh,NPK 20-20,Complex fertiliser,Co-op,Stable core,846,9.39,17.8,4.9
2025-07-01,Central,Chhattisgarh,NPK 20-20,Complex fertiliser,Agri clinic,New growth cohort,812,9.01,18,4.4
